MR	output
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman provides indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a kid friendly italian restaurant in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a family friendly italian restaurant in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Waterman is an expensive italian restaurant located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a children friendly italian restaurant located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Waterman is an expensive italian restaurant located in riverside near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a children friendly italian restaurant in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Waterman is an italian restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a family-friendly restaurant located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Waterman is an italian restaurant in the riverside area near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is an italian pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly italian pub in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced italian pub near Raja Indian Cuisine in the city centre.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced italian pub in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced italian pub in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly italian pub near Raja Indian Cuisine in the riverside area.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly italian pub in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly japanese pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly japanese pub near Raja Indian Cuisine in the riverside area.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly japanese pub near Raja Indian Cuisine in the riverside area.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a pub that serves japanese food for less than £20. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family-friendly japanese pub in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a pub located near Raja Indian Cuisine in the riverside area. It serves japanese food for less than £20.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly japanese pub in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced japanese pub located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly japanese pub in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced japanese pub in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly japanese pub near Raja Indian Cuisine in the riverside area.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced japanese pub in the city centre near Raja Indian Cuisine. It has a customer rating of 1 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub near Raja Indian Cuisine in the riverside area. It is not kid friendly and has a customer rating of 1 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly japanese pub in the riverside area near Raja Indian Cuisine with a customer rating of 1 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It is not children friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly japanese pub located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub in the riverside area near Raja Indian Cuisine. It is not children friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly japanese pub in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It has a high customer rating and a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub in the city centre near Raja Indian Cuisine. It has a high customer rating and a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub in the riverside area near Raja Indian Cuisine. It is not children friendly and has a 5 out of 5 customer rating.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub in the riverside area near Raja Indian Cuisine. It is children friendly and has a customer rating of 5 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It is not children friendly and has a low customer rating.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub in the city centre near Raja Indian Cuisine. It is child friendly and has a low customer rating.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub in the riverside area near Raja Indian Cuisine. It is not children friendly and has a low customer rating.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a japanese pub in the riverside area near Raja Indian Cuisine. It is children friendly and has a low customer rating.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is an italian restaurant in the riverside area near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly restaurant in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced italian restaurant located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly italian restaurant located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is an italian restaurant near Raja Indian Cuisine in the riverside area. It is not kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly italian restaurant near Raja Indian Cuisine in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly italian restaurant located in riverside near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a japanese restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly and has a price range of £20-25.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly japanese restaurant near Raja Indian Cuisine in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly japanese restaurant in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a non family-friendly japanese restaurant located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family-friendly japanese restaurant in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a japanese restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly japanese restaurant in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced japanese restaurant near Raja Indian Cuisine in the city centre.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly japanese restaurant in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced japanese restaurant near Raja Indian Cuisine in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a kid friendly japanese restaurant near Raja Indian Cuisine in the riverside area.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is an expensive japanese restaurant located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a child-friendly japanese restaurant located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a japanese restaurant located in the riverside area near Raja Indian Cuisine. It is not children friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a children friendly japanese restaurant located in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[coffee shop], area[riverside]"	Wildwood is a coffee shop in riverside.
"name[Wildwood], eatType[pub], area[riverside]"	Wildwood is a pub in riverside.
"name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly french pub in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a pub providing indian food in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly pub located in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a pub providing indian food in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly pub serving indian food in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is an italian pub near Raja Indian Cuisine in the city centre.
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family-friendly italian pub in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is an italian pub near Raja Indian Cuisine in the riverside area.
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly italian pub near Raja Indian Cuisine in the riverside area.
"name[Wildwood], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly french restaurant near Raja Indian Cuisine in the riverside area.
"name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a restaurant providing indian food in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly indian restaurant located in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is a restaurant providing indian food in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly indian restaurant in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is an italian restaurant near Raja Indian Cuisine in the city centre. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family-friendly italian restaurant located in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Wildwood is an italian restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Wildwood is a family friendly italian restaurant near Raja Indian Cuisine in the riverside area.
"name[Zizzi], eatType[coffee shop], area[riverside]"	Zizzi is a coffee shop in riverside.
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]"	Zizzi is a coffee shop near Burger King with an average customer rating.
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]"	Zizzi is a highly rated coffee shop near Burger King.
"name[Zizzi], eatType[coffee shop], near[The Sorrento]"	Zizzi is a coffee shop near The Sorrento.
"name[Zizzi], eatType[pub], area[riverside]"	Zizzi is a pub in riverside.
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]"	Zizzi is a pub near Burger King with an average customer rating.
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]"	Zizzi is a pub near Burger King with a high customer rating.
"name[Zizzi], eatType[pub], near[The Sorrento]"	Zizzi is a pub near The Sorrento.
